User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,branch head,,it   software,3.17,"data entry,internet control,public control,branch controller,branch manager,cann centre incharge",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded engineer,embedded engineer,it   software,3.17,"c,embedded c",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded software engineer,embedded software developer with 3+yr exp,it   software,3.17,"c,embeeded c; 8051; av,embedded c",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded software engineer,embedded software enginner,it   software,3.17,"linux   general,vxworks,c++,qtp",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr. verification engineer,verification engineer,it   software,3.17,"system verilog,uvm,usb 2.0,usb 3.0",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,,it   software,3.17,"aix admin,esxi,firmware,linux operating syst",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,,it   software,3.17,"linux general,system administratio",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,mca with 3+ yrs exp in aix admin,it   software,3.17,"hacmp,aix,various",1,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,amg business,,it   software,3.17,"avamar,ip phones",0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,cco,,it   software,3.17,smart hardware,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,3.2 year exp. hadoop adminstrator,3.2 years of exp. as hadoop administrator,it   software,3.25,"hadoop admin,linux admin,hadoop admin,linux admin",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,3.25 year exp vhdl; rtl design; matlab simulink; fpga,3.25 years experience vhdl; rtl design; matlab simulink ; fpga,it   software,3.25,"matlab simulink,c,qt gui,vhdl programming",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,3+ year experience ibm web sphere application server administrator,3+ years of experience as an ibm web sphere application server administrator,it   software,3.25,"server administrator,ibm web sphere appli,ibm http server",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant cum; administrator,,it   software,3.25,"linux general,system administratio",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,adcc infocad pvt. ltd,,it   software,3.25,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin,,it   software,3.25,"system administratio,networkings,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin research executive,,it   software,3.25,"system administratio,networkings,linux general,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin. incharge,,it   software,3.25,"windows;,ms office;,internet operation,windows;,ms office;,internet operation",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,,it   software,3.25,"system administratio,networkings,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.25,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix admin,aix system admin,it   software,3.25,aix system admin;tsm,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.25,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.25,system administratio,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator 3+ experience,aix administrator with 3+ experience,it   software,3.25,aix administration,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator.,,it   software,3.25,"dlpar;,hacmp.,jntu,networkings",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,aix adminstrator,aix administrator l1 with 3+ years,it   software,3.25,"aix,aix os installation,user adminstration;",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,aix system administrator,it   software,3.25,"hacmp,aix system admin l1,aix,system administratio,users id maintanenec,lvm,upgradation,netbackup,filesystem",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,m.sc  internetworking  from sydney with total 3.4 years of expereince.,it   software,3.25,"ccna,ccnp,cisco",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,asp,,it   software,3.25,"networkings,system administratio,linux general,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assco system engineer analyst,systems engineer analyst,it   software,3.25,"storage area network  san,emc storage,microarchitecture,xtremio,avamar,datadomain",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistance system engineer,infrastructure sme,it   software,3.25,"sql server 2003,networkings",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager technical support services,telecom engineer,it   software,3.25,"technical support,gsm,ccna,telecommunications",0,1,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,associate testing engineer,testing engineer,it   software,3.25,"telecommunications engineering,gsm,vrf,nsn,o&amp;m,kpi,o&m,chipset architecture",1,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,automation network,,it   software,3.25,"telecom network desi,networkings,vrf,system administratio",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cas  and headend engineer,cas & compression engineer dth,it   software,3.25,cas &amp; compressio,0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,design engineer,embedded software engineer with 3 years experienced currently living in coimbatore,it   software,3.25,"c &amp; embedded c;,microcontrollers: p8,protocols: i2c; spi;",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,electronics design engineer,,it   software,3.25,"verilog,vhdl,vlsi,vhdl verilog and simulation tools,c,c++,fpgas,system verilog",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded software engineer,,it   software,3.25,"embedded c;c and dat,rtos tn kernal servi",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,analyst,it   software,3.25,ccna,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,3+ year experience linux system administrator,bsc with 3+ years of experience as a linux system administrator,it   software,3.33,"linux system adminis,linux system adminis",1,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,3+ year experience ms exchange server,,it   software,3.33,"administration of ac,windows server 2003,implementation &amp;,implementation &amp;",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,3+year exp websphere application server administration,having 3+years of exp in websphere application server administration,it   software,3.33,websphere applicatio,0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,accountant,tally,it   software,3.33,"accouting,tally9,microelectronics,diploma,accouting,accoutingant,accoutingaion",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin,,it   software,3.33,"networkings,linux general,system administratio,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin executive,,it   software,3.33,"system administratio,networkings,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,,it   software,3.33,"investigation,troubleshooting",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,,it   software,3.33,"linux general,system administratio,networkings,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,,it   software,3.33,"networkings,system administratio,linux general,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.33,"linux general,system administratio,networkings,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.33,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.33,"networkings,system administratio,unix   general,linux general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.33,"servelets,jsf,jpa,spring mvc",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator tools,,it   software,3.33,"unix   general,networkings,linux general,windows7,system administratio",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.33,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,,it   software,3.33,"ajax,ccna,networkings,system administratio",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,,it   software,3.33,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application change management executive,it application support executive,it   software,3.33,sql database,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,3.33,"networkings,system administratio,linux general,unix   general,windows7",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate,,it   software,3.33,"networkings,pchardware,system administratio,ccna",0,1,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,design engineer,design engineer,it   software,3.33,"ethernet,functional testing,modelsim,fpgas,rtl coding in verilo,axi4,ddr3,on board test",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,design engineer,embedded software engineer with 3 years experienced currently living in coimbatore,it   software,3.33,"c &amp; embedded c;,microcontrollers: p8,protocols: i2c; spi;",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded software engineer,embedded software engineer with 3.5+ years of experience,it   software,3.33,"embedded hardware,embedded software   device drivers,rs232 485,spi drivers,embedded gui development,i2c,rtos,embedded c,embedded hardware de",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,engineer,clad with 3+ years of experience in labview,it   software,3.33,"instrumentation engineering,microcontrollers,labview,c,can;lin;etc  electro,analog electronics",1,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,hardware design engineer,hardware design engineer,it   software,3.33,hardware debugging,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,,it   software,3.33,"system administratio,networkings,linux general,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,analyst,it   software,3.33,"firmware esx,windows server administration,firmware,mcitp",0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,build release engineer,,it   software,3.33,"telecomm network desi,networkings,telecomm,vrf",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,4 th engineer,,it   software,3.42,"system administratio,networkings,linux general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aadhaar inroal agency,,it   software,3.42,aadhar softwer,0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,aadhar card data entry operator,job alert,it   software,3.42,"office maintenance,aadhar card data ent,word ;data entry an,aadhar card data ent,10k",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,abc audit,audit guy,it   software,3.42,fcdff,0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,account manager,,it   software,3.42,"ms office,excellent,tally9",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin,linux system adminstartor,it   software,3.42,"lvm,nagios,rhel 6,attached,winscp,new relic",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin cloud computing clm 2.1,cloud computing,it   software,3.42,"dhcp,dhcp,trained,cloud life cycle man,servers cloud comput,firmware,bmc tools,clm2.1",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin network engineer,network engineer ccna;msca 2008 r2;linux rhel;xen desktop;xen app;xen server,it   software,3.42,"dhcp,wran,tcp ip,mcsa,linux rhel 6,ccna,basic networkig,cisco,vpns,network configuratio,ospf,iscsi,astra,trained",1,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.42,administration,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.42,"c,c++,java,xhtml",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.42,"investigation,networkconfiguration,networkings,system administratio,linux general,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.42,"it service management,system administratio",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator trainer,,it   software,3.42,"system administratio,networkings,linux general,unix   general,streamline",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix administrator or aix admin,it   software,3.42,"hacmp,aix administration,aix,visio",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.42,aix administrator,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.42,"aix,netbackup,computer hardware,compu,customer relations",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.42,"aix,netbackup,system administratio,networkings,unix   general",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator unix administrator .,aix administration,it   software,3.42,"ibm aix 5.x 6.1; vio,installing and upgra,installation and con,working on ibm p ser,netbackup,aix,basics",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,,it   software,3.42,"dns,vsphere 5.1,rad,dhcp",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,,it   software,3.42,"linux general,system administratio,unix   general,windows7,networkings",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,,it   software,3.42,"modem,quality,wlan,checkpoint",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application assitance cum helpdesk incharge,oracle & microsoft certified,it   software,3.42,"resolution,systems &,server management,sql   pl sql,voip,network engineer,team leader & site i,oracle 11g",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application server administrator,web sphere application server,it   software,3.42,"unix   aix,administration,xilinx,troubleshooting",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,as400 system administrator,b.tech with 3.3 years of experience in as 400 system administration,it   software,3.42,"ftp,remedy,as 400,hmc,dlpars,smtp,lpars,brms",1,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate engineer,windows server administrator,it   software,3.42,"windows server administration,active directory,advertising,anti virus,pchardware,computer pchardware,system administratio,networkings",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bms executive,deepak resume,it   software,3.42,"fire protection systems,hvac system,rdbms,access controle,cctv,rdbms systems access c",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,contract engineer,embedded engineer,it   software,3.42,"embedded hardware,xillinx,microcontrollers,embedded systems,rtos,c programming,robotics,embedded c",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded hardware engineer,hardware design engineer and component engineer,it   software,3.42,hardware design and,0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded software engineer,embedded,it   software,3.42,"linux   embedded,rtos,c,embedded c,embedded c,serial protocol;uart",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded software engineer,embedded,it   software,3.42,"linux   embedded,rtos,c,embedded c,serial protocol;uart",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded software engineer`,embedded software engineer,it   software,3.42,"embedded programming,embedded software   control systems,c,matlab,proteous,keil uvision",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,software developer,,it   software,3.42,"rtos,embeded in c,embedded in c,c",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,sr r andd engineer,,it   software,3.42,"embedded hardware,embedded software,embedded gui,plc programming,electrical product h,embedded systems,embedded gui develop",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,sr. faculty rhce 5.4  and 6.0.,red hat certified virtualization administrator,it   software,3.42,"technical support  voice,technical support,troubleshooting,mcp,hardware & networkin,rhce",0,1,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior engineer,senior eda engineer,it   software,3.42,"eda fpga tools development,verilog,perl,shell scripting,system verilog",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,,it   software,3.42,"system administratio,networkings,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyse;design ;database design;web development applications.,,it   software,3.42,mysql.; linux; wind,0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,business analyst,,it   software,3.42,data base creation,0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,business analyst,sr business analyst,it   software,3.42,"business and system analysis,product management,requirement gatherin",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,2 nd line engineer networks,senior engineer,it   software,3.5,"incident management,people mangement,ticketing,network implementation,network monitoring &,specialty,resolution,troubleshooting,vendor analysis,network design and administration,ccna,cisco,switchgear,vlans,networkings,wran",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin,,it   software,3.5,network administrati,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,,it   software,3.5,"linux general,system administratio,unix   general,networkings",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrative officer,,it   software,3.5,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,around 3years of experience as system administrator,it   software,3.5,"linux   general,administrative suppo,apache webserver,netbackup,solarwinds,rhel7,redhat linux",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.5,"linux general,system administratio,networkings,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.5,"system administratio,networkings,networkconfiguration,dns server",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator l2,administrator,it   software,3.5,".net,active directory,advertising,android,ccna,mcts",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix administrator,it   software,3.5,"system administration,pc hardware,technical support,tcp ip,apache webserver,ms outlook,windows 2003,lotus notes",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.5,aix administrator,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator.,,it   software,3.5,"system administratio,networkings,linux general,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,aix administrator,it   software,3.5,vcs; power vm; nim,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,aix system administrator,it   software,3.5,"hacmp,aix system admin l1,aix,system administratio,users id maintanenec,lvm,upgradation,netbackup,filesystem",0,1,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,analog layout design engineer,analog layout design engineer,it   software,3.5,"qrc,calibre,semiconductor design,cadence virtuoso,starrc",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,,it   software,3.5,"application design,automation,signalling,signalling systems,c,system administratio,networkings,linux general,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,network analyst 3+ exp  ccna certified & itil v3 foundation ,it   software,3.5,"cisco routers,hp switches,windows 2008 server,symantec antivirus,cisco,network security,firewalls,tcp ip",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,network support engineer,it   software,3.5,wep; wpa psk; 802.11,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,antivirus administrator,information security analyst,it   software,3.5,"dhcp,active directory,sap bi,antivirus,network administrati,security",0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,application developer,package solution consultant: crm application,it   software,3.5,"unix   aix,c++,sql   pl sql,crm,agilent,c,lean methodology,shell scripting",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application engineer,,it   software,3.5,"networkings,linux general,unix   general,windows7,system administratio",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,application engineer instrumentation and contro;automationl,b.tech  electronics vlsi  software; reliability  r&qa  software;cad cam software; power electronics,it   software,3.5,"reliability,matlab,vhdl verilog and simulation tools,fpgas,pspice electronics c,express pcb schemati,proteus design suit,linux scripting,fault tolerance in v,degital electronics,logi doc softwere,conval instrument so,prodok instrumentaio",1,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support,,it   software,3.5,"java,plsql,pl plsql,unix",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,application support engineer,it   software,3.5,"technical support,lotus notes,lotus,windows server,windows server 2003,photoshop,unix",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,3.5,"approach,netbackup,customer relations,database administrat,webdriver,networkings,system administratio,linux general,unix   general,windows7",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,3.5,"linux general,system administratio,unix   general,windows7,networkings",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,asic verification engineer,asic verification engineer,it   software,3.5,"verification using s,verification using u,functional verificat,asic verification,uvm,system verilog,ovm,scripting language p,perl scripting,debugging",0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,associate network admin.  and security,network engineer,it   software,3.5,"c,com dcom,active directory,network administration,can,ccna",0,1,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,developing web,,it   software,3.5,developing web,0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded hardware design engineer,embedded hardware design engineer,it   software,3.5,"hardware design,component selection,embedded systems,pcb design,altium designer",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded software engineer,embedded software engineer with 3.6 years of experience,it   software,3.5,"usart,embedded systems,can,i2c,spice,embedded c,c",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded trainer,pathma,it   software,3.5,embedded c,0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,software engineer,,it   software,3.5,"embedded c,can,login,i2c,spice,automotive domain",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,seniorengineer,senior engineer,it   software,3.5,"matlab simulink,verification and val,embedded systems",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bdm,resume for software testing,it   software,3.5,"selenium,xhtml  hyper text markup language,sql server,core java,xhtml,selenium webdriver",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,,it   software,3.5,"networkings,xilinx,unix",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system admin,,it   software,3.5,aix,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,3.7+ year experience windows iis administrator  and sql server dba,3.7+ years of experience in windows iis administrator & sql server dba,it   software,3.58,"ftp,sql server   dba,ibis,dns,ssl",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin associate software engineer,system administrator,it   software,3.58,"websphere message br,websphere message qu,clustering",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,ccna,it   software,3.58,"resolution,wran,network administration,administration,ccna,cisco,cisco certified",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,system administrator with microsoft ad certified,it   software,3.58,"esxi,websphere,dhcp server,firmware,active directory,system administratio,networkings",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator l2 end user computing,,it   software,3.58,"linux general,system administratio",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix,aix system admin,it   software,3.58,"hacmp,aix,aix,visio",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix administrator,it   software,3.58,"hacmp,lpar&amp;vio",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.58,"aix,netbackup,computer hardware,system administratio,networkings",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.58,"c,compu,customer relations,unix   general,system administratio,networkings,linux general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application security engineer,gopinadh talla  having 1.1years of experience in it security,it   software,3.58,"ceh,j2ee,mysql,java;j2ee;databases;,vulnerability assesm,gfi languard network,reverse engineering,corejava",1,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,asistent engineer services desk,asistent engineer   services desk,it   software,3.58,"dhcp,windows xp   win 200,vpns,antivirus,trained,antivirus",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,asp.net developer,asp.net developer,it   software,3.58,"asp.net,c#,java script,sql server,sql server,crystal reports,c#,.net,vb.net,json,crystal report,sensors,linq,web method,asp.net programming,sensors,json,linq",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,middleware engineer,rohan ashok murde,it   software,3.58,"apis,agilent,ajax,validation,active directory",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior game programmer,,it   software,3.58,"3d,adobe photoshop,validation,vba,c",1,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,analyst,it   software,3.58,"linux administration,lvm,redhat linux,nfs",0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broad band site incharge,,it   software,3.58,"networkings,telecomm,telecomm network desi,vrf,system administratio",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,3 server administrator,,it   software,3.67,"administrative,quality,mysql,asp.net",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin,middleware administrator,it   software,3.67,"windows7,unix   general,networkings,system administratio,linux general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.67,active directory,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.67,"c,java,xhtml,oracle9i",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.67,"c++,.net,.net programming,c,administration,adobe streamline,java",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.67,"networkings,system administratio,investigation,maintaining servers",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,software engineer,it   software,3.67,"production,sql   pl sql,unix",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix admin,hadoop admin at zensar technologies,it   software,3.67,"phases,hadoop,hdfs,centres",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix administrator,it   software,3.67,"hacmp,aix administraotr,aix,hmc,visio",0,1,it,software
